id,split,V,A,D,text,fil_text_5,emotion_features,emotions
Madame_White_Snake_5141_5349,train,0.0,-0.25,0.08499999999999996,"Christine Gledhill, “Klute 1: A Contemporary Film Noir and Feminist Criticism,” in Feminism and Film, ed. E. Ann Kaplan (New York: Oxford University Press, 2004), 81.","[NAME], Klute 1 A Contemporary Film Noir and Feminist Criticism, in Feminism and Film, ed. [NAME] New York Oxford University Press, 2004, 81.","(0.0, -0.25, 0.08499999999999996)",Nonchalant
Madame_White_Snake_5161_5220,train,0.0,-0.10000000000000009,-0.050000000000000044,"“Klute 1: A Contemporary Film Noir and Feminist Criticism,”","Klute 1 A Contemporary Film Noir and Feminist Criticism,","(0.0, -0.10000000000000009, -0.050000000000000044)",Reserved
Madame_White_Snake_517_576,train,-0.17999999999999994,0.0,-0.17999999999999994,“Eternal Prisoner under Thunder Peak Pagoda”,Eternal Prisoner under Thunder Peak Pagoda,"(-0.17999999999999994, 0.0, -0.17999999999999994)",Quietly indignant
Madame_White_Snake_5366_5802,test,0.06000000000000005,0.06000000000000005,-0.06000000000000005,"While both stories each characterize Madame White Snake fairly consistently within their narratives, the uneven characterization in film noir perhaps mirrors the evolution of her character over time: readers may not be sure whether she is a pure villainess or whether she is a good wife who is badly treated by society, because there is evidence of both throughout her legend.","While both stories each characterize Madame White Snake fairly consistently within their narratives, the uneven characterization in film noir perhaps mirrors the evolution of her character over time readers may not be sure whether she is a pure villainess or whether she is a good wife who is badly treated by society, because there is evidence of both throughout her legend.","(0.06000000000000005, 0.06000000000000005, -0.06000000000000005)",Repentant
Madame_White_Snake_5803_5989,train,-0.10000000000000009,0.050000000000000044,0.0,"She is a loyal wife to her husband as she has promised, but she also causes him to find trouble with the law and deceives him about her supernatural nature.","She is a loyal wife to her husband as she has promised, but she also causes him to find trouble with the law and deceives him about her supernatural nature.","(-0.10000000000000009, 0.050000000000000044, 0.0)",Reprehensible
Madame_White_Snake_6002_6118,dev,-0.1499999999999999,-0.050000000000000044,-0.1499999999999999,The complications in her character serve to undercut the ostensible didactic intent of these stories.,The complications in her character serve to undercut the ostensible didactic intent of these stories.,"(-0.1499999999999999, -0.050000000000000044, -0.1499999999999999)",Repentant
Madame_White_Snake_6349_6548,train,-0.10000000000000009,0.0,0.050000000000000044,This is quite similar to the expected end for the femme fatal character in films - she is punished in some way so that social order and proper gender roles are restored.,This is quite similar to the expected end for the femme fatal character in films  she is punished in some way so that social order and proper gender roles are restored.,"(-0.10000000000000009, 0.0, 0.050000000000000044)",Reprehensible
Madame_White_Snake_6549_6739,train,-0.04499999999999993,-0.09000000000000008,0.0,"In both stories, Madame White Snake’s secret is uncovered and a monk comes to exorcise her, and she is eventually rendered powerless and trapped under a pagoda.","In both stories, Madame White Snakes secret is uncovered and a monk comes to exorcise her, and she is eventually rendered powerless and trapped under a pagoda.","(-0.04499999999999993, -0.09000000000000008, 0.0)",Reserved
Madame_White_Snake_6740_6867,train,0.0,-0.050000000000000044,0.0,"Her husband becomes a monk, and this further implicates Lady White Snake, this time from a Buddhist perspective.","Her husband becomes a monk, and this further implicates [NAME], this time from a Buddhist perspective.","(0.0, -0.050000000000000044, 0.0)",Reserved
Madame_White_Snake_6868_7043,train,-0.19999999999999996,0.050000000000000044,0.10000000000000009,Female beauty is a dangerous thing that ties men to the transitory world and prohibits them from being free from desire and ascending to Nirvana.,Female beauty is a dangerous thing that ties men to the transitory world and prohibits them from being free from desire and ascending to Nirvana.,"(-0.19999999999999996, 0.050000000000000044, 0.10000000000000009)",Reprehensible
Madame_White_Snake_7044_7123,train,-0.135,0.0,0.04499999999999993,"Furthermore, Lady White Snake’s lover is far from the ideal man.","Furthermore, [NAME] lover is far from the ideal man.","(-0.135, 0.0, 0.04499999999999993)",Reprehensible
Madame_White_Snake_7124_7170,test,-0.25,0.10000000000000009,0.0,He is weak-willed and not particularly useful.,He is weakwilled and not particularly useful.,"(-0.25, 0.10000000000000009, 0.0)",Weary with responsibility
Madame_White_Snake_7171_7304,train,-0.10000000000000009,0.10000000000000009,0.050000000000000044,"In “Lust,” the priest informs Toyoo “Those creatures took advantage of your fair looks and tempted you.","In Lust, the priest informs Toyoo Those creatures took advantage of your fair looks and tempted you.","(-0.10000000000000009, 0.10000000000000009, 0.050000000000000044)",Reprehensible
Madame_White_Snake_7189_7196,train,0.19999999999999996,0.3999999999999999,0.10000000000000009,"“Lust,”","Lust,","(0.19999999999999996, 0.3999999999999999, 0.10000000000000009)",Aroused
Madame_White_Snake_7222_7414,test,-0.19999999999999996,0.0,-0.050000000000000044,"“Those creatures took advantage of your fair looks and tempted you. But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form”","Those creatures took advantage of your fair looks and tempted you. But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form","(-0.19999999999999996, 0.0, -0.050000000000000044)",Weary with responsibility
Madame_White_Snake_7305_7478,dev,-0.1499999999999999,-0.050000000000000044,-0.050000000000000044,"But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form” Ugetsu Monogatari, 177-178. .","But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form [NAME], 177178. .","(-0.1499999999999999, -0.050000000000000044, -0.050000000000000044)",Weary with responsibility
Madame_White_Snake_7479_7596,train,-0.050000000000000044,0.10000000000000009,0.10000000000000009,"The implications of this are that a stronger, more capable man would not fall for the Lady’s trickery.","The implications of this are that a stronger, more capable man would not fall for the Ladys trickery.","(-0.050000000000000044, 0.10000000000000009, 0.10000000000000009)",Reprehensible
Madame_White_Snake_7597_7650,test,0.0,0.0,0.0,But are the morals of these stories entirely sincere?,But are the morals of these stories entirely sincere?,"(0.0, 0.0, 0.0)",Repentant
Madame_White_Snake_7666_7766,train,0.06000000000000005,0.06000000000000005,0.125,"If they were, Madame White Snake would be unmistakably depicted as an evil character.","If they were, Madame White Snake would be unmistakably depicted as an evil character.","(0.06000000000000005, 0.06000000000000005, 0.125)",Proud and lonely
Madame_White_Snake_7779_7917,train,0.0,-0.10000000000000009,-0.10000000000000009,"Instead, both these stories feature many moments where readers have great sympathy for her, despite her depraved sexuality.","Instead, both these stories feature many moments where readers have great sympathy for her, despite her depraved sexuality.","(0.0, -0.10000000000000009, -0.10000000000000009)",Reserved
Madame_White_Snake_7918_8154,train,0.3500000000000001,0.10000000000000009,0.10000000000000009,"Certainly, readers admire her patience and loyalty: “I searched everywhere, and now that at last I’ve found you, I’m very happy,” Ibid.,173. she gushes to him in “Lust.”","Certainly, readers admire her patience and loyalty I searched everywhere, and now that at last Ive found you, Im very happy, [NAME].,173. she gushes to him in [NAME].","(0.3500000000000001, 0.10000000000000009, 0.10000000000000009)",Cooperative
Madame_White_Snake_7985_8080,train,0.69,0.31000000000000005,0.25,"“I searched everywhere, and now that at last I’ve found you, I’m very happy,”","I searched everywhere, and now that at last Ive found you, Im very happy,","(0.69, 0.31000000000000005, 0.25)",Friendly
Madame_White_Snake_8147_8154,train,0.19999999999999996,0.10000000000000009,0.0,“Lust.”,Lust.,"(0.19999999999999996, 0.10000000000000009, 0.0)",Cooperative
Madame_White_Snake_8155_8271,train,-0.25,0.050000000000000044,0.10000000000000009,Readers must also acknowledge that her human lover is breaking his promise to her when he leaves her.,Readers must also acknowledge that her human lover is breaking his promise to her when he leaves her.,"(-0.25, 0.050000000000000044, 0.10000000000000009)",Weary with responsibility
Madame_White_Snake_8272_8445,train,0.0,0.19999999999999996,-0.050000000000000044,"She pleads with him, “We have a love bond between us, as constant as the T’ai Mountains and the Eastern Sea, and we must live and die together.","She pleads with him, We have a love bond between us, as constant as the Tai Mountains and the Eastern Sea, and we must live and die together.","(0.0, 0.19999999999999996, -0.050000000000000044)",Repentant
Madame_White_Snake_8293_8606,train,0.5,0.21999999999999997,-0.05499999999999994,"“We have a love bond between us, as constant as the T’ai Mountains and the Eastern Sea, and we must live and die together. Please, since we are already married, take me back, and let’s stay together the rest of our lives. Wouldn’t that be wonderful?”","We have a love bond between us, as constant as the Tai Mountains and the Eastern Sea, and we must live and die together. Please, since we are already married, take me back, and lets stay together the rest of our lives. Wouldnt that be wonderful?","(0.5, 0.21999999999999997, -0.05499999999999994)",Respectful
Madame_White_Snake_837_1102,dev,0.0,0.0,0.10000000000000009,"While both these stories are ostensibly morality tales about the dangerous beauty of this femme fatale, the true source of pleasure from these narratives is the femme fatale’s transgressive behavior, not her eventual punishment for it.","While both these stories are ostensibly morality tales about the dangerous beauty of this femme fatale, the true source of pleasure from these narratives is the femme fatales transgressive behavior, not her eventual punishment for it.","(0.0, 0.0, 0.10000000000000009)",Reprehensible
Madame_White_Snake_8446_8559,train,-0.14500000000000002,0.21500000000000008,0.07000000000000006,"Please, since we are already married, take me back, and let’s stay together the rest of our lives.","Please, since we are already married, take me back, and lets stay together the rest of our lives.","(-0.14500000000000002, 0.21500000000000008, 0.07000000000000006)",Skeptical
Madame_White_Snake_8560_8606,dev,0.3999999999999999,0.30000000000000004,0.10000000000000009,Wouldn’t that be wonderful?”,Wouldnt that be wonderful?,"(0.3999999999999999, 0.30000000000000004, 0.10000000000000009)",Hopeful
Madame_White_Snake_8625_8644,train,-0.30000000000000004,0.10000000000000009,-0.25,"“Eternal Prisoner,”","Eternal Prisoner,","(-0.30000000000000004, 0.10000000000000009, -0.25)",Quietly indignant
Madame_White_Snake_8625_8649,dev,0.04499999999999993,-0.135,0.04499999999999993,"“Eternal Prisoner,” 369.","Eternal Prisoner, 369.","(0.04499999999999993, -0.135, 0.04499999999999993)",Reserved
Madame_White_Snake_8666_9267,train,-0.050000000000000044,-0.050000000000000044,0.0,"In another traditional vernacular story, “Tsu Shih-Niang Sinks the Jewel Box in Anger, “Tu Shih-Niang Sinks the Jew Box in Anger,” trans, Richard M. W. Ho, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358. ” the male protagonist breaks a promise he made to his concubine lover, and suffers for it, suggesting that traditionally, loyalty and keeping ones word was valued on the man’s part as well as a woman’s.","In another traditional vernacular story, [NAME] the [NAME] in Anger, Tu ShihNiang Sinks the Jew Box in Anger, trans, [NAME], in [NAME] and [NAME]. Traditional Chinese Stories  Themes and Variations. [NAME], 1986, 358.  the male protagonist breaks a promise he made to his concubine lover, and suffers for it, suggesting that traditionally, loyalty and keeping ones word was valued on the mans part as well as a womans.","(-0.050000000000000044, -0.050000000000000044, 0.0)",Reserved
Madame_White_Snake_8707_9035,train,0.0,0.0,0.050000000000000044,"“Tsu Shih-Niang Sinks the Jewel Box in Anger, “Tu Shih-Niang Sinks the Jew Box in Anger,” trans, Richard M. W. Ho, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358. ”","[NAME] the [NAME] in Anger, Tu ShihNiang Sinks the Jew Box in Anger, trans, [NAME], in [NAME] and [NAME]. Traditional Chinese Stories  Themes and Variations. [NAME], 1986, 358. ","(0.0, 0.0, 0.050000000000000044)",Reprehensible
Madame_White_Snake_9268_9482,train,-0.1499999999999999,-0.050000000000000044,-0.10000000000000009,"So her husband’s failure to follow through on his end of the bargain, completely forgetting the love he once had for her, makes readers more sympathetic to Madame White Snake’s plight.","So her husbands failure to follow through on his end of the bargain, completely forgetting the love he once had for her, makes readers more sympathetic to Madame White Snakes plight.","(-0.1499999999999999, -0.050000000000000044, -0.10000000000000009)",Repentant
Madame_White_Snake_9496_9647,dev,-0.19999999999999996,0.1499999999999999,-0.050000000000000044,"However, no matter how much sympathy Madame White Snake may gather from readers, the story still ends with her trapped under the pagoda.","However, no matter how much sympathy Madame White Snake may gather from readers, the story still ends with her trapped under the pagoda.","(-0.19999999999999996, 0.1499999999999999, -0.050000000000000044)",Skeptical
Madame_White_Snake_9648_9819,train,0.05499999999999994,-0.16500000000000004,0.1100000000000001,"These stories draw from the long tradition of supernatural and ghost stories, which usually end with the demon destroyed or at least subdued.","These stories draw from the long tradition of supernatural and ghost stories, which usually end with the demon destroyed or at least subdued.","(0.05499999999999994, -0.16500000000000004, 0.1100000000000001)",Nonchalant
Madame_White_Snake_9820_10086,train,0.0,-0.050000000000000044,-0.050000000000000044,"In the initial versions of this story Madame White Snake harmed her human lover, so her entrapment under a pagoda by a Taoist monk or later, a Buddhist monk Lai, 53. would have been a satisfying ending.","In the initial versions of this story Madame White Snake harmed her human lover, so her entrapment under a pagoda by a Taoist monk or later, a Buddhist monk [NAME], 53. would have been a satisfying ending.","(0.0, -0.050000000000000044, -0.050000000000000044)",Repentant
NWF1_1024_1327,train,0.21999999999999997,0.0,0.16500000000000004,"While you are under no obligation for these small tokens of appreciation, we do hope that they will remind you to do your part in our conservation effort on behalf of all wildlife and wild places by... accepting this special invitation to join National Wildlife Federation as our newest member.","While you are under no obligation for these small tokens of appreciation, we do hope that they will remind you to do your part in our conservation effort on behalf of all wildlife and wild places by accepting this special invitation to join National Wildlife Federation as our newest member.","(0.21999999999999997, 0.0, 0.16500000000000004)",Modest
NWF1_1337_1419,train,0.0,-0.06000000000000005,0.18999999999999995,I’m sure you’ve heard of us either directly or by our publications and activities.,Im sure youve heard of us either directly or by our publications and activities.,"(0.0, -0.06000000000000005, 0.18999999999999995)",Proud and lonely
NWF1_1420_1506,train,0.25,0.06000000000000005,0.06000000000000005,We are one of America’s largest and most successful conservation and education groups.,We are one of Americas largest and most successful conservation and education groups.,"(0.25, 0.06000000000000005, 0.06000000000000005)",Modest
NWF1_1507_1572,train,-0.050000000000000044,0.0,0.050000000000000044,Ever hear of Ranger Rick the famous children’s wildlife magazine?,Ever hear of [NAME] the famous childrens wildlife magazine?,"(-0.050000000000000044, 0.0, 0.050000000000000044)",Reprehensible
NWF1_154_178,train,0.10000000000000009,-0.10000000000000009,0.0,"Dear Friend of Wildlife,","Dear Friend of Wildlife,","(0.10000000000000009, -0.10000000000000009, 0.0)",Reserved
NWF1_1573_1583,train,0.0,0.1499999999999999,0.1499999999999999,That’s us!,Thats us!,"(0.0, 0.1499999999999999, 0.1499999999999999)",Reprehensible
NWF1_1606_1664,dev,0.050000000000000044,0.0,0.0,Ranger Rick is just one of our many wildlife publications.,[NAME] is just one of our many wildlife publications.,"(0.050000000000000044, 0.0, 0.0)",Repentant
NWF1_1665_1720,dev,0.25,0.19999999999999996,0.19999999999999996,We also publish Your Big Backyard and Wild Animal Baby.,We also publish [NAME] and [NAME].,"(0.25, 0.19999999999999996, 0.19999999999999996)",Serious
NWF1_1721_1884,dev,0.1499999999999999,0.10000000000000009,0.1499999999999999,"And we’re famous for distributing the one magazine in America that’s been called “the world’s most beautiful nature magazine,” the award-winning NATIONAL WILDLIFE.","And were famous for distributing the one magazine in America thats been called the worlds most beautiful nature magazine, the awardwinning NATIONAL WILDLIFE.","(0.1499999999999999, 0.10000000000000009, 0.1499999999999999)",Aloof
NWF1_1802_1847,train,0.43999999999999995,0.06000000000000005,0.0,"“the world’s most beautiful nature magazine,”","the worlds most beautiful nature magazine,","(0.43999999999999995, 0.06000000000000005, 0.0)",Cooperative
NWF1_187_333,train,0.3999999999999999,0.25,0.0,I hope you will be pleasantly surprised -- and delighted -- with the enclosed National Wildlife Wrapping Paper Collection and matching gift tags.,I hope you will be pleasantly surprised  and delighted  with the enclosed National Wildlife Wrapping Paper Collection and matching gift tags.,"(0.3999999999999999, 0.25, 0.0)",Cooperative
NWF1_1904_2170,dev,0.06000000000000005,0.18500000000000005,0.18500000000000005,As a member you’ll play a role in educating millions of Americans — young and old alike — through these outstanding wildlife publications and many other related activities such as distributing Wildlife Week materials to millions of American schoolchildren each year.,As a member youll play a role in educating millions of Americans  young and old alike  through these outstanding wildlife publications and many other related activities such as distributing Wildlife Week materials to millions of American schoolchildren each year.,"(0.06000000000000005, 0.18500000000000005, 0.18500000000000005)",Burdened with responsibility
NWF1_2180_2197,train,0.0,-0.050000000000000044,0.0,"(over, please...)","over, please","(0.0, -0.050000000000000044, 0.0)",Reserved
NWF1_2207_2523,test,0.07000000000000006,-0.07000000000000006,-0.07000000000000006,"For more than 60 years, caring and concerned wildlife lovers like yourself have supported our mission to educate, inspire and assist individuals and organizations to conserve wildlife and other natural resources and to protect the earth’s environment in order to achieve a peaceful, equitable and sustainable future.","For more than 60 years, caring and concerned wildlife lovers like yourself have supported our mission to educate, inspire and assist individuals and organizations to conserve wildlife and other natural resources and to protect the earths environment in order to achieve a peaceful, equitable and sustainable future.","(0.07000000000000006, -0.07000000000000006, -0.07000000000000006)",Reserved
NWF1_2524_2601,dev,0.10000000000000009,0.1499999999999999,0.10000000000000009,That’s what it’s all about securing a place for wildlife in the modern world.,Thats what its all about securing a place for wildlife in the modern world.,"(0.10000000000000009, 0.1499999999999999, 0.10000000000000009)",Reprehensible
NWF1_2611_2734,train,0.28,0.05499999999999994,0.28,Today you have the opportunity to join this successful cause by becoming a member of NWF for as little as $15 .,Today you have the opportunity to join this successful cause by becoming a member of NWF for as little as 15 .,"(0.28, 0.05499999999999994, 0.28)",Aloof
NWF1_2735_3005,train,0.3999999999999999,0.25,0.30000000000000004,"Besides having the satisfaction of knowing that you are doing your part to help save our wildlife heritage, you will also receive some outstanding benefits of membership including: A one-year subscription to our beautiful full color magazine, NATIONAL WILDLIFE.","Besides having the satisfaction of knowing that you are doing your part to help save our wildlife heritage, you will also receive some outstanding benefits of membership including A oneyear subscription to our beautiful full color magazine, NATIONAL WILDLIFE.","(0.3999999999999999, 0.25, 0.30000000000000004)",Concentrating
NWF1_3083_3121,dev,0.14500000000000002,-0.07000000000000006,0.0,An official membership card and decal.,An official membership card and decal.,"(0.14500000000000002, -0.07000000000000006, 0.0)",Modest
NWF1_3131_3283,dev,0.25,0.31000000000000005,0.18500000000000005,Through the colorful pages of NATIONAL WILDLIFE you will be fascinated by exquisite photography from some of the best nature photographers in the world.,Through the colorful pages of NATIONAL WILDLIFE you will be fascinated by exquisite photography from some of the best nature photographers in the world.,"(0.25, 0.31000000000000005, 0.18500000000000005)",Serious
NWF1_3284_3432,train,0.050000000000000044,0.050000000000000044,0.050000000000000044,Our magazine is a great way to stay informed on the current issues affecting wildlife and see what NWF is doing to find solutions to these problems.,Our magazine is a great way to stay informed on the current issues affecting wildlife and see what NWF is doing to find solutions to these problems.,"(0.050000000000000044, 0.050000000000000044, 0.050000000000000044)",Reprehensible
NWF1_3433_3556,train,0.1499999999999999,0.19999999999999996,0.10000000000000009,And you’ll enjoy a series of insightful stories on a variety of wildlife species stories that can’t be found anywhere else!,And youll enjoy a series of insightful stories on a variety of wildlife species stories that cant be found anywhere else!,"(0.1499999999999999, 0.19999999999999996, 0.10000000000000009)",Aloof
NWF1_343_470,train,0.1499999999999999,-0.050000000000000044,0.10000000000000009,They are our gift to you to keep and use on your holiday packages in thanks for considering this important appeal for wildlife.,They are our gift to you to keep and use on your holiday packages in thanks for considering this important appeal for wildlife.,"(0.1499999999999999, -0.050000000000000044, 0.10000000000000009)",Modest
NWF1_3566_3635,train,0.19999999999999996,0.050000000000000044,0.10000000000000009,"As an added welcome gift, we will send you an exclusive NWF tote bag.","As an added welcome gift, we will send you an exclusive NWF tote bag.","(0.19999999999999996, 0.050000000000000044, 0.10000000000000009)",Modest
NWF1_3636_3717,train,0.21999999999999997,-0.05499999999999994,0.1100000000000001,When you use it in place of plastic bags you help conserve our natural resources.,When you use it in place of plastic bags you help conserve our natural resources.,"(0.21999999999999997, -0.05499999999999994, 0.1100000000000001)",Modest
NWF1_3718_3825,train,0.050000000000000044,-0.19999999999999996,-0.10000000000000009,"The tote bag is made of a strong, cotton material and has plenty of room, including a handy sewn-in pocket.","The tote bag is made of a strong, cotton material and has plenty of room, including a handy sewnin pocket.","(0.050000000000000044, -0.19999999999999996, -0.10000000000000009)",Solemn
NWF1_3826_3897,train,0.050000000000000044,-0.10000000000000009,0.1499999999999999,And it’s a great way to show your commitment to conservation every day.,And its a great way to show your commitment to conservation every day.,"(0.050000000000000044, -0.10000000000000009, 0.1499999999999999)",Nonchalant
NWF1_3907_4032,train,0.1499999999999999,-0.10000000000000009,0.1499999999999999,We are constantly working in every part of the country to save those species and special places that are in all of our minds.,We are constantly working in every part of the country to save those species and special places that are in all of our minds.,"(0.1499999999999999, -0.10000000000000009, 0.1499999999999999)",Modest
NWF1_4107_4255,train,0.19999999999999996,-0.10000000000000009,0.1499999999999999,Working to improve the water quality and water flow in the Florida Everglades so magnificent creatures like the gentle manatee can survive.,Working to improve the water quality and water flow in the Florida Everglades so magnificent creatures like the gentle manatee can survive.,"(0.19999999999999996, -0.10000000000000009, 0.1499999999999999)",Modest
NWF1_4265_4369,train,0.1100000000000001,0.16500000000000004,0.21999999999999997,Reintroducing the grizzly bear into the Selway-Bitterroot wilderness area of Idaho and Montana.,Reintroducing the grizzly bear into the SelwayBitterroot wilderness area of Idaho and Montana.,"(0.1100000000000001, 0.16500000000000004, 0.21999999999999997)",Proud and lonely
NWF1_4379_4549,train,0.0,0.06000000000000005,0.06000000000000005,Building on our success of reintroducing the gray wolves to Yellowstone National Park by expanding gray wolf recovery into suitable habitat in the United States.,Building on our success of reintroducing the gray wolves to Yellowstone National Park by expanding gray wolf recovery into suitable habitat in the United States.,"(0.0, 0.06000000000000005, 0.06000000000000005)",Reprehensible
NWF1_4559_4637,train,0.0,0.10000000000000009,0.050000000000000044,Your gift is needed now to support these critical projects and so many others.,Your gift is needed now to support these critical projects and so many others.,"(0.0, 0.10000000000000009, 0.050000000000000044)",Reprehensible
NWF1_4638_4765,train,0.05499999999999994,-0.1100000000000001,-0.05499999999999994,"Despite our many victories, we still have far to go to ensure a healthy future for the wildlife and wild places of this nation.","Despite our many victories, we still have far to go to ensure a healthy future for the wildlife and wild places of this nation.","(0.05499999999999994, -0.1100000000000001, -0.05499999999999994)",Reserved
NWF1_4766_4860,train,0.05499999999999994,0.05499999999999994,0.16500000000000004,"So, please take a moment right now and become a member of NWF with a gift of only $15 or more.","So, please take a moment right now and become a member of NWF with a gift of only 15 or more.","(0.05499999999999994, 0.05499999999999994, 0.16500000000000004)",Proud and lonely
NWF1_480_629,train,0.43999999999999995,0.31000000000000005,0.25,The wrapping paper and matching gift cards feature delightful holiday wildlife images that will come in handy for wrapping your last minute presents.,The wrapping paper and matching gift cards feature delightful holiday wildlife images that will come in handy for wrapping your last minute presents.,"(0.43999999999999995, 0.31000000000000005, 0.25)",Concentrating
NWF1_4992_5073,dev,0.10000000000000009,-0.050000000000000044,0.0,"Appreciatively, Tom McGuire Vice President, Membership Programs","Appreciatively, [NAME] Vice President, Membership Programs","(0.10000000000000009, -0.050000000000000044, 0.0)",Reserved
NWF1_5083_5239,train,0.05499999999999994,-0.16500000000000004,0.05499999999999994,P.S. Please use the enclosed holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation to your friends and family.,P.S. Please use the enclosed holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation to your friends and family.,"(0.05499999999999994, -0.16500000000000004, 0.05499999999999994)",Reserved
NWF1_5240_5356,dev,0.06000000000000005,0.0,0.125,"Don’t forget, we will also send you the NWF tote bag with your welcome package when we receive your membership gift.","Dont forget, we will also send you the NWF tote bag with your welcome package when we receive your membership gift.","(0.06000000000000005, 0.0, 0.125)",Proud and lonely
NWF1_5357_5367,dev,0.5,0.3500000000000001,0.0,Thank you!,Thank you!,"(0.5, 0.3500000000000001, 0.0)",Fascinated
NWF1_630_741,train,0.375,0.18999999999999995,0.06000000000000005,These images will be cheerful reminders to you and your gift recipients of all the wildlife treasures we value.,These images will be cheerful reminders to you and your gift recipients of all the wildlife treasures we value.,"(0.375, 0.18999999999999995, 0.06000000000000005)",Cooperative
NWF1_751_856,train,0.0,0.050000000000000044,0.1499999999999999,"During this holiday season, we must not forget the wildlife species that depend on us for their survival.","During this holiday season, we must not forget the wildlife species that depend on us for their survival.","(0.0, 0.050000000000000044, 0.1499999999999999)",Proud and lonely
NWF1_857_1014,test,0.1499999999999999,0.1499999999999999,0.050000000000000044,"When you use the attractive wrapping paper and gift tags, you will be helping us spread the word about saving America’s wildlife treasures and their habitat.","When you use the attractive wrapping paper and gift tags, you will be helping us spread the word about saving Americas wildlife treasures and their habitat.","(0.1499999999999999, 0.1499999999999999, 0.050000000000000044)",Cooperative
NYTnewswire1_1032_1159,train,0.10000000000000009,0.050000000000000044,0.050000000000000044,"In Ochoa, 30, the Angels get an experienced major-league outfielder who is hitting .256 with six homers and 21 RBI this season.","In Ochoa, 30, the Angels get an experienced majorleague outfielder who is hitting .256 with six homers and 21 RBI this season.","(0.10000000000000009, 0.050000000000000044, 0.050000000000000044)",Reprehensible
NYTnewswire1_1160_1233,train,0.0,0.0,0.05499999999999994,Ochoa has played in the majors for five different teams starting in 1995.,[NAME] has played in the majors for five different teams starting in 1995.,"(0.0, 0.0, 0.05499999999999994)",Reprehensible
NYTnewswire1_1234_1321,train,0.21500000000000008,0.0,-0.07000000000000006,"His best season came in 2000 with the Reds, when he hit .316 with 13 homers and 56 RBI.","His best season came in 2000 with the Reds, when he hit .316 with 13 homers and 56 RBI.","(0.21500000000000008, 0.0, -0.07000000000000006)",Modest
NYTnewswire1_124_163,train,-0.050000000000000044,0.050000000000000044,0.10000000000000009,ANGELS MAKE TRADE TO GET OUTFIELD DEPTH,ANGELS MAKE TRADE TO GET OUTFIELD DEPTH,"(-0.050000000000000044, 0.050000000000000044, 0.10000000000000009)",Reprehensible
NYTnewswire1_1322_1374,dev,0.0,-0.06000000000000005,0.0,"Going into this season, he was a career .281 hitter.","Going into this season, he was a career .281 hitter.","(0.0, -0.06000000000000005, 0.0)",Reserved
NYTnewswire1_1380_1414,train,0.25,0.1499999999999999,-0.050000000000000044,"""He gives you a lot in all areas,""","He gives you a lot in all areas,","(0.25, 0.1499999999999999, -0.050000000000000044)",Respectful
NYTnewswire1_1380_1457,train,0.135,0.0,0.09000000000000008,"""He gives you a lot in all areas,"" Angels general manager Bill Stoneman said.","He gives you a lot in all areas, Angels general manager [NAME] said.","(0.135, 0.0, 0.09000000000000008)",Modest
NYTnewswire1_1458_1558,test,0.25,0.10000000000000009,0.1499999999999999,"""He's a good defender, he has a good arm, he plays the tough right-field position and plays it well.","Hes a good defender, he has a good arm, he plays the tough rightfield position and plays it well.","(0.25, 0.10000000000000009, 0.1499999999999999)",Modest
NYTnewswire1_1559_1625,train,0.10000000000000009,-0.1499999999999999,0.19999999999999996,"He's a right-handed bat, which complements Palmeiro off the bench.","Hes a righthanded bat, which complements [NAME] off the bench.","(0.10000000000000009, -0.1499999999999999, 0.19999999999999996)",Nonchalant
NYTnewswire1_1631_1745,train,-0.050000000000000044,0.10000000000000009,0.050000000000000044,"""From a realistic standpoint, were we going to find an outfielder that pushed one of our outfielders to the bench?","From a realistic standpoint, were we going to find an outfielder that pushed one of our outfielders to the bench?","(-0.050000000000000044, 0.10000000000000009, 0.050000000000000044)",Reprehensible
NYTnewswire1_1746_1763,train,-0.1499999999999999,0.10000000000000009,0.1499999999999999,The answer is no.,The answer is no.,"(-0.1499999999999999, 0.10000000000000009, 0.1499999999999999)",Reprehensible
NYTnewswire1_1764_1816,train,0.19999999999999996,0.050000000000000044,0.0,He accepts his role with a club and he's a team guy.,He accepts his role with a club and hes a team guy.,"(0.19999999999999996, 0.050000000000000044, 0.0)",Modest
NYTnewswire1_1817_1923,train,0.1499999999999999,0.0,0.1499999999999999,"He's got that reputation and that's important to us, especially a club like ours that is an egoless club.""","Hes got that reputation and thats important to us, especially a club like ours that is an egoless club.","(0.1499999999999999, 0.0, 0.1499999999999999)",Aloof
NYTnewswire1_1929_2013,train,0.050000000000000044,-0.1499999999999999,0.10000000000000009,Ochoa will join the club today in Anaheim before tonight's game against the Yankees.,[NAME] will join the club today in Anaheim before tonights game against the Yankees.,"(0.050000000000000044, -0.1499999999999999, 0.10000000000000009)",Reserved
